name,repo,reference_url,source_type
oot,https://github.com/zeldaret/oot,,repo
open-amp,https://github.com/OpenAMP/open-amp,,repo
open-gpu-kernel-modules,https://github.com/NVIDIA/open-gpu-kernel-modules,,repo
open1722,https://github.com/COVESA/Open1722,,repo
Open3D,https://github.com/isl-org/Open3D,,repo
open62541,https://github.com/open62541/open62541,,repo
openalpr,https://github.com/openalpr/openalpr,,repo
OpenBLAS,https://github.com/OpenMathLib/OpenBLAS,,repo
openbsd,https://github.com/openbsd/src,,repo
OpenCorePkg,https://github.com/acidanthera/OpenCorePkg,,repo
opencv,https://github.com/opencv/opencv,,repo
openembedded-core,https://github.com/openembedded/openembedded-core,,repo
openFrameworks,https://github.com/openframeworks/openFrameworks,,repo
openigtlink,https://github.com/openigtlink/OpenIGTLink,,repo
OpenLara,https://github.com/XProger/OpenLara,,repo
openMVG,https://github.com/openMVG/openMVG,,repo
OpenMW,https://github.com/OpenMW/openmw,,repo
openocd,https://github.com/openocd-org/openocd.git,,repo
openpilot,https://github.com/commaai/openpilot,,repo
openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,,repo
openrc,https://github.com/OpenRC/openrc,,repo
OpenSpeedy,https://github.com/game1024/OpenSpeedy,,repo
openssh,https://github.com/openssh/openssh-portable,,repo
openssl,https://github.com/openssl/openssl,,repo
openthread,https://github.com/openthread/openthread,,repo
OpenToonz,https://github.com/opentoonz/opentoonz,,repo
OpenTTD,https://github.com/OpenTTD/OpenTTD,,repo
OpenUSD,https://github.com/PixarAnimationStudios/OpenUSD,,repo
openvino,https://github.com/openvinotoolkit/openvino,,repo
openvpn,https://github.com/OpenVPN/openvpn,,repo
openvr,https://github.com/ValveSoftware/openvr,,repo
openwrt,https://github.com/openwrt/openwrt,,repo
optee_os,https://github.com/OP-TEE/optee_os,,repo
or-tools,https://github.com/google/or-tools,,repo
ORB_SLAM2,https://github.com/raulmur/ORB_SLAM2,,repo
OrcaSlicer,https://github.com/OrcaSlicer/OrcaSlicer,,repo
orthanc,https://github.com/jodogne/OrthancMirror,,repo
ossec-hids,https://github.com/ossec/ossec-hids,,repo
ot-ti,https://github.com/TexasInstruments/ot-ti,,repo
Paddle-Lite,https://github.com/PaddlePaddle/Paddle-Lite,,repo
paho-mqtt-cpp,https://github.com/eclipse-paho/paho.mqtt.cpp,,repo
paho.mqtt.embedded-c,https://github.com/eclipse-paho/paho.mqtt.embedded-c,,repo
palera1n,https://github.com/palera1n/palera1n,,repo
panda3d,https://github.com/panda3d/panda3d,,repo
passenger,https://github.com/phusion/passenger,,repo
pbrt-v3,https://github.com/mmp/pbrt-v3,,repo
pcl,https://github.com/PointCloudLibrary/pcl,,repo
pcre2,https://github.com/PCRE2Project/pcre2,,repo
PebbleOS,https://github.com/google/pebble,,repo
percepio-dfm,https://github.com/percepio/DevAlert,,repo
percepio-tracealyzer,https://github.com/percepio/TraceRecorderSource,,repo
perfetto,https://github.com/google/perfetto,,repo
pgvector,https://github.com/pgvector/pgvector,,repo
php,https://github.com/php/php-src,,repo
phpredis,https://github.com/phpredis/phpredis,,repo
Piccolo,https://github.com/BoomingTech/Piccolo,,repo
pico-sdk,https://github.com/raspberrypi/pico-sdk.git,,repo
picolibc,https://github.com/picolibc/picolibc,,repo
picotcp,https://github.com/tass-belgium/picotcp,,repo
PlotJuggler,https://github.com/facontidavide/PlotJuggler,,repo
pngmeta,https://github.com/glennrp/libpng,,repo
poky,https://github.com/yoctoproject/poky,,repo
polybar,https://github.com/polybar/polybar,,repo
ponyc,https://github.com/ponylang/ponyc,,repo
PostgreSQL,https://github.com/postgres/postgres,,repo
procps-ng,https://gitlab.com/procps-ng/procps,,repo
protobuf,https://github.com/protocolbuffers/protobuf,,repo
protobuf-c,https://github.com/protobuf-c/protobuf-c,,repo
Proton,https://github.com/ValveSoftware/Proton,,repo
proxmark3,https://github.com/RfidResearchGroup/proxmark3,,repo
proxychains-ng,https://github.com/rofl0r/proxychains-ng,,repo
proxysql,https://github.com/sysown/proxysql,,repo
puerts,https://github.com/Tencent/puerts,,repo
pugixml,https://github.com/zeux/pugixml,,repo
qBittorrent,https://github.com/qbittorrent/qBittorrent,,repo
qemu,https://github.com/qemu/qemu,,repo
QGIS,https://github.com/qgis/QGIS,,repo
qnx-bsp,https://github.com/qnx,,repo
qnx-build-files,https://github.com/qnx-ports/build-files,,repo
QOwnNotes,https://github.com/pbek/QOwnNotes,,repo
qtbase,https://code.qt.io/qt/qtbase.git,,repo
QtScrcpy,https://github.com/barry-ran/QtScrcpy,,repo
Quake,https://github.com/id-Software/Quake,,repo
quickjs,https://github.com/bellard/quickjs,,repo
Qv2ray,https://github.com/Qv2ray/Qv2ray,,repo
rabbitmq-c,https://github.com/alanxz/rabbitmq-c,,repo
radare2,https://github.com/radareorg/radare2,,repo
raddebugger,https://github.com/EpicGamesExt/raddebugger,,repo
rapidjson,https://github.com/Tencent/rapidjson,,repo
rauc,https://github.com/rauc/rauc,,repo
re2,https://github.com/google/re2,,repo
ReactOS,https://github.com/reactos/reactos,,repo
readline,https://git.savannah.gnu.org/git/readline.git,,repo
recastnavigation,https://github.com/recastnavigation/recastnavigation,,repo
redex,https://github.com/facebook/redex,,repo
redis,https://github.com/huangzworks/redis-3.0-annotated,,repo
redis,https://github.com/redis/redis,,repo
RedisDesktopManager,https://github.com/redis/RedisDesktopManager,,repo
RediSearch,https://github.com/RediSearch/RediSearch,,repo
redpanda,https://github.com/redpanda-data/redpanda,,repo
redshift,https://github.com/jonls/redshift,,repo
Relativty,https://github.com/relativty/Relativty,,repo
reliance-edge,https://github.com/nicklasb/RelFS,,repo
renesas-fsp,https://github.com/renesas/fsp,,repo
reptyr,https://github.com/nelhage/reptyr,,repo
RetroArch,https://github.com/libretro/RetroArch,,repo
RIOT,https://github.com/RIOT-OS/RIOT,,repo
rippled,https://github.com/XRPLF/rippled,,repo
rocksdb,https://github.com/facebook/rocksdb,,repo
rr,https://github.com/rr-debugger/rr,,repo
rt-thread,https://github.com/RT-Thread/rt-thread,,repo
rtems,https://github.com/RTEMS/rtems,,repo
rtl_433,https://github.com/merbanan/rtl_433,,repo
s2n-tls,https://github.com/aws/s2n-tls,,repo
Sandboxie,https://github.com/sandboxie-plus/Sandboxie,,repo
sc-im,https://github.com/andmarti1424/sc-im,,repo
sdbus-cpp,https://github.com/Kistler-Group/sdbus-cpp,,repo
SDL,https://github.com/libsdl-org/SDL,,repo
sdl2,https://github.com/libsdl-org/SDL,,repo
SDRPlusPlus,https://github.com/AlexandreRouma/SDRPlusPlus,,repo
seal,https://github.com/microsoft/SEAL,,repo
segger-systemview,https://github.com/niclas-pfeifer/segger-systemview,,repo
sel4,https://github.com/seL4/seL4,,repo
sentencepiece,https://github.com/google/sentencepiece,,repo
SerenityOS,https://github.com/SerenityOS/serenity,,repo
Serial-Studio,https://github.com/Serial-Studio/Serial-Studio,,repo
SFML,https://github.com/SFML/SFML,,repo
shaderc,https://github.com/google/shaderc,,repo
shadowsocks-libev,https://github.com/shadowsocks/shadowsocks-libev,,repo
shadPS4,https://github.com/shadps4-emu/shadPS4,,repo
Shell,https://github.com/moudey/Shell,,repo
shotcut,https://github.com/mltframework/shotcut,,repo
siege,https://github.com/JoeDog/siege,,repo
Sigil,https://github.com/Sigil-Ebook/Sigil,,repo
simdjson,https://github.com/simdjson/simdjson,,repo
simplelink-lowpower-f2-sdk,https://github.com/TexasInstruments/simplelink-lowpower-f2-sdk,,repo
simplelink-lowpower-f3-sdk,https://github.com/TexasInstruments/simplelink-lowpower-f3-sdk,,repo
simplelink-wifi-sdk,https://github.com/TexasInstruments/simplelink-wifi-sdk,,repo
SketchyBar,https://github.com/FelixKratz/SketchyBar,,repo
skia,https://github.com/google/skia,,repo
slambook,https://github.com/gaoxiang12/slambook,,repo
slambook2,https://github.com/gaoxiang12/slambook2,,repo
smartknob,https://github.com/scottbez1/smartknob,,repo
snapcast,https://github.com/snapcast/snapcast,,repo
snappy,https://github.com/google/snappy,,repo
soci,https://github.com/SOCI/soci,,repo
SoftEtherVPN,https://github.com/SoftEtherVPN/SoftEtherVPN,,repo
sol2,https://github.com/ThePhD/sol2,,repo
sonic-pi,https://github.com/sonic-pi-net/sonic-pi,,repo
Sourcetrail,https://github.com/CoatiSoftware/Sourcetrail,,repo
spdlog,https://github.com/gabime/spdlog,,repo
spiffs,https://github.com/pellepl/spiffs.git,,repo
spirv-tools,https://github.com/KhronosGroup/SPIRV-Tools,,repo
SQLAdvisor,https://github.com/Meituan-Dianping/SQLAdvisor,,repo
sqlcipher,https://github.com/sqlcipher/sqlcipher,,repo
sqlite,https://github.com/sqlite/sqlite,,repo
sqlite,https://github.com/tursodatabase/libsql,,repo
sqlitebrowser,https://github.com/sqlitebrowser/sqlitebrowser,,repo
sqlitestudio,https://github.com/pawelsalawa/sqlitestudio,,repo
srs,https://github.com/ossrs/srs,,repo
sslh,https://github.com/yrutschle/sslh,,repo
stable-diffusion.cpp,https://github.com/leejet/stable-diffusion.cpp,,repo
stb,https://github.com/nothings/stb,,repo
stdcxx,https://github.com/apache/stdcxx,,repo
STL,https://github.com/microsoft/STL,,repo
stlink,https://github.com/stlink-org/stlink.git,,repo
STM32CubeF1,https://github.com/STMicroelectronics/STM32CubeF1,,repo
STM32CubeF4,https://github.com/STMicroelectronics/STM32CubeF4,,repo
STM32CubeF7,https://github.com/STMicroelectronics/STM32CubeF7,,repo
STM32CubeH7,https://github.com/STMicroelectronics/STM32CubeH7,,repo
STM32CubeL4,https://github.com/STMicroelectronics/STM32CubeL4,,repo
STM32CubeMP1,https://github.com/STMicroelectronics/STM32CubeMP1,,repo
STM32CubeWB,https://github.com/STMicroelectronics/STM32CubeWB,,repo
STM32CubeWL,https://github.com/STMicroelectronics/STM32CubeWL,,repo
Stockfish,https://github.com/official-stockfish/Stockfish,,repo
strace,https://github.com/strace/strace,,repo
subconverter,https://github.com/tindy2013/subconverter,,repo
SumatraPDF,https://github.com/sumatrapdfreader/sumatrapdf,,repo
SuperCollider,https://github.com/supercollider/supercollider,,repo
SuperTuxKart,https://github.com/supertuxkart/stk-code,,repo
suricata,https://github.com/OISF/suricata,,repo
sway,https://github.com/swaywm/sway,,repo
swupdate,https://github.com/sbabic/swupdate,,repo
sysbench,https://github.com/akopytov/sysbench,,repo
syslinux,https://repo.or.cz/syslinux.git,,repo
systemd,https://github.com/systemd/systemd,,repo
Taskflow,https://github.com/taskflow/taskflow,,repo
Tasmota,https://github.com/arendst/Tasmota,,repo
tbb,https://github.com/oneapi-src/oneTBB,,repo
tbox,https://github.com/tboox/tbox,,repo
tcmalloc,https://github.com/google/tcmalloc,,repo
TDengine,https://github.com/taosdata/TDengine,,repo
tdesktop,https://github.com/telegramdesktop/tdesktop,,repo
tengine,https://github.com/alibaba/tengine,,repo
tensorflow,https://github.com/tensorflow/tensorflow,,repo
tensorflow-lite,https://github.com/tensorflow/tensorflow,,repo
tensorflow-serving,https://github.com/tensorflow/serving,,repo
TensorRT,https://github.com/NVIDIA/TensorRT,,repo
tesseract,https://github.com/tesseract-ocr/tesseract,,repo
tg,https://github.com/vysheng/tg,,repo
thc-hydra,https://github.com/vanhauser-thc/thc-hydra,,repo
The-Forge,https://github.com/ConfettiFX/The-Forge,,repo
the_silver_searcher,https://github.com/ggreer/the_silver_searcher,,repo
TheAlgorithms C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,,repo
TheAlgorithms-C,https://github.com/TheAlgorithms/C,,repo
thorium,https://github.com/Alex313031/thorium,,repo
threadx,https://github.com/eclipse-threadx/threadx,,repo
thrift,https://github.com/apache/thrift,,repo
thrust,https://github.com/NVIDIA/thrust,,repo
ti-drivers,https://www.ti.com/tool/TI-RTOS-MCU,,repo
ti-ipc,https://www.ti.com/tool/TI-RTOS-MCU,,repo
ti-msp430-driverlib,https://www.ti.com/tool/MSPDRIVERLIB,,repo
ti-msp430-grlib,https://www.ti.com/tool/MSP-GRLIB,,repo
ti-msp430-usblib,https://www.ti.com/tool/MSP430USBDEVPACK,,repo
ti-msp432-driverlib,https://www.ti.com/tool/MSPDRIVERLIB,,repo
ti-ndk,https://www.ti.com/tool/TI-RTOS-MCU,,repo
ti-sysbios,https://www.ti.com/tool/TI-RTOS-MCU,,repo
ti-uia,https://www.ti.com/tool/TI-RTOS-MCU,,repo
ti-xdctools,https://www.ti.com/tool/CCSTUDIO,,repo
TIC-80,https://github.com/nesbox/TIC-80,,repo
tig,https://github.com/jonas/tig,,repo
tigervnc,https://github.com/TigerVNC/tigervnc,,repo
tiled,https://github.com/mapeditor/tiled,,repo
timescaledb,https://github.com/timescale/timescaledb,,repo
tiny-dnn,https://github.com/tiny-dnn/tiny-dnn,,repo
tinycbor,https://github.com/nicktrandafil/tinycbor,,repo
tinycrypt,https://github.com/intel/tinycrypt,,repo
tinyproxy,https://github.com/tinyproxy/tinyproxy,,repo
tinyusb,https://github.com/hathach/tinyusb,,repo
tinyxml2,https://github.com/leethomason/tinyxml2,,repo
tiovx,https://github.com/TexasInstruments/tiovx,,repo
tmate,https://github.com/tmate-io/tmate,,repo
tmux,https://github.com/tmux/tmux,,repo
ToaruOS,https://github.com/klange/toaruos,,repo
toybox,https://github.com/landley/toybox,,repo
tracy,https://github.com/wolfpld/tracy,,repo
transmission,https://github.com/transmission/transmission,,repo
TrinityCore,https://github.com/TrinityCore/TrinityCore,,repo
trojan,https://github.com/trojan-gfw/trojan,,repo
trusty,https://android.googlesource.com/trusty/lk/trusty,,repo
turicreate,https://github.com/apple/turicreate,,repo
twemproxy,https://github.com/twitter/twemproxy,,repo
u-boot,https://github.com/u-boot/u-boot,,repo
u8g2,https://github.com/olikraus/u8g2,,repo
UACME,https://github.com/hfiref0x/UACME,,repo
uC-OS2,https://github.com/weston-embedded/uC-OS2,,repo
uclibc-ng,https://github.com/wbx-github/uclibc-ng,,repo
ucos3,https://github.com/SiliconLabs/uC-OS3,,repo
UDPspeeder,https://github.com/wangyu-/UDPspeeder,,repo
UEFITool,https://github.com/LongSoft/UEFITool,,repo
uip,https://github.com/adamdunkels/uip,,repo
Undecimus,https://github.com/pwn20wndstuff/Undecimus,,repo
unity,https://github.com/ThrowTheSwitch/Unity,,repo
uoscore-uedhoc,https://github.com/eriptic/uoscore-uedhoc,,repo
upx,https://github.com/upx/upx,,repo
usbx,https://github.com/eclipse-threadx/usbx,,repo
userspace-rcu,https://github.com/urcu/userspace-rcu,,repo
util-linux,https://github.com/util-linux/util-linux,,repo
uwebsockets,https://github.com/uNetworking/uWebSockets,,repo
v8,https://github.com/v8/v8,,repo
valkey,https://github.com/valkey-io/valkey,,repo
vcpkg,https://github.com/microsoft/vcpkg-tool,,repo
vcpkg-registry,https://github.com/microsoft/vcpkg,,repo
Ventoy,https://github.com/ventoy/Ventoy,,repo
vicinae,https://github.com/vicinaehq/vicinae,,repo
video2x,https://github.com/k4yt3x/video2x,,repo
vlc,https://github.com/videolan/vlc,,repo
vnote,https://github.com/vnotex/vnote,,repo
vsomeip,https://github.com/COVESA/vsomeip,,repo
vtk,https://github.com/Kitware/VTK,,repo
vulkan-headers,https://github.com/KhronosGroup/Vulkan-Headers,,repo
vulkan-loader,https://github.com/KhronosGroup/Vulkan-Loader,,repo
Vulkan-Samples,https://github.com/KhronosGroup/Vulkan-Samples,,repo
Waifu2x-Extension-GUI,https://github.com/AaronFeng753/Waifu2x-Extension-GUI,,repo
WasmEdge,https://github.com/WasmEdge/WasmEdge,,repo
watchman,https://github.com/facebook/watchman,,repo
wav2letter,https://github.com/flashlight/wav2letter,,repo
Waybar,https://github.com/Alexays/Waybar,,repo
wayland,https://gitlab.freedesktop.org/wayland/wayland,,repo
wazuh,https://github.com/wazuh/wazuh,,repo
wdf,https://github.com/microsoft/Windows-Driver-Frameworks,,repo
websocketpp,https://github.com/zaphoyd/websocketpp,,repo
webview,https://github.com/webview/webview,,repo
WechatExporter,https://github.com/BlueMatthew/WechatExporter,,repo
weston,https://gitlab.freedesktop.org/wayland/weston,,repo
which,https://git.savannah.gnu.org/git/which.git,,repo
whisper.cpp,https://github.com/ggml-org/whisper.cpp,,repo
wil,https://github.com/microsoft/wil,,repo
wiliwili,https://github.com/xfangfang/wiliwili,,repo
WinBtrfs,https://github.com/maharmstone/btrfs,,repo
wince-bluetooth,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-com,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-compact-framework,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-coredll,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-crt,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-directshow,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-directx,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-fsdmgr,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-gwe,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-gwes,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-ie,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-networking,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-rapi,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
wince-sqlce,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
windhawk,https://github.com/ramensoftware/windhawk,,repo
windows-ce,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
windows-ce-5,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
windows-ce-6,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
windows-ce-bsp,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
windows-ce-build,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
Windows-driver-samples,https://github.com/microsoft/Windows-driver-samples,,repo
windows-embedded-compact-2013,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
windows-embedded-compact-7,,https://learn.microsoft.com/en-us/previous-versions/windows/embedded/,reference
windows-terminal,https://github.com/microsoft/terminal,,repo
winget-cli,https://github.com/microsoft/winget-cli,,repo
WinObjC,https://github.com/microsoft/WinObjC,,repo
winpcap,https://github.com/wireshark/winpcap,,repo
wkhtmltopdf,https://github.com/wkhtmltopdf/wkhtmltopdf,,repo
wolfssl,https://github.com/wolfSSL/wolfssl,,repo
wondertrader,https://github.com/wondertrader/wondertrader,,repo
workflow,https://github.com/sogou/workflow,,repo
wpa_supplicant,https://w1.fi/cgit/hostap,,repo
wrk,https://github.com/wg/wrk,,repo
WSL,https://github.com/microsoft/WSL,,repo
WSL2-Linux-Kernel,https://github.com/microsoft/WSL2-Linux-Kernel,,repo
WSLg,https://github.com/microsoft/wslg,,repo
wtl,https://sourceforge.net/projects/wtl/,,repo
wxwidgets,https://github.com/wxWidgets/wxWidgets,,repo
X-TRACK,https://github.com/FASTSHIFT/X-TRACK,,repo
xerces-c,https://github.com/apache/xerces-c,,repo
xhyve,https://github.com/machyve/xhyve,,repo
xiaozhi-esp32,https://github.com/78/xiaozhi-esp32,,repo
xLua,https://github.com/Tencent/xLua,,repo
xournalpp,https://github.com/xournalpp/xournalpp,,repo
xrdp,https://github.com/neutrinolabs/xrdp,,repo
xxHash,https://github.com/Cyan4973/xxHash,,repo
xz,https://git.tukaani.org/xz.git,,repo
yabai,https://github.com/asmvik/yabai,,repo
yaml-cpp,https://github.com/jbeder/yaml-cpp,,repo
z3,https://github.com/Z3Prover/z3,,repo
zcash,https://github.com/zcash/zcash,,repo
zcbor,https://github.com/NordicSemiconductor/zcbor,,repo
zeal,https://github.com/zealdocs/zeal,,repo
Zelda64Recomp,https://github.com/Zelda64Recomp/Zelda64Recomp,,repo
zephyr,https://github.com/zephyrproject-rtos/zephyr,,repo
zfs,https://github.com/openzfs/zfs,,repo
zlib,https://github.com/madler/zlib,,repo
ZLMediaKit,https://github.com/ZLMediaKit/ZLMediaKit,,repo
zmap,https://github.com/zmap/zmap,,repo
zstd,https://github.com/facebook/zstd,,repo
